timestamp,actual_TCP_pose_0,actual_TCP_pose_1,actual_TCP_pose_2,actual_TCP_pose_3,actual_TCP_pose_4,actual_TCP_pose_5,actual_TCP_speed_0,actual_TCP_speed_1,actual_TCP_speed_2,actual_TCP_speed_3,actual_TCP_speed_4,actual_TCP_speed_5
2146.345000,0.497697,-0.408501,0.222832,1.209216,1.209159,-1.209124,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000
2146.347000,0.497700,-0.408503,0.222815,1.209168,1.209238,-1.209161,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000
2146.349000,0.497713,-0.408495,0.222826,1.209174,1.209209,-1.209114,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000
2146.351000,0.497705,-0.408495,0.222837,1.209156,1.209229,-1.209138,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000
2146.353000,0.497674,-0.408507,0.222816,1.209189,1.209229,-1.209190,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000
2146.355000,0.497706,-0.408501,0.222820,1.209186,1.209205,-1.209134,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000
2146.357000,0.497712,-0.408504,0.222824,1.209166,1.209227,-1.209147,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000
2146.359000,0.497708,-0.408495,0.222814,1.209162,1.209245,-1.209165,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000
2146.361000,0.497696,-0.408494,0.222812,1.209172,1.209240,-1.209153,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000
2146.363000,0.497711,-0.408486,0.222817,1.209181,1.209208,-1.209121,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000
2146.365000,0.497691,-0.408509,0.222835,1.209199,1.209193,-1.209156,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000
2146.367000,0.497700,-0.408512,0.222843,1.209234,1.209141,-1.209139,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000
2146.369000,0.497711,-0.408497,0.222827,1.209196,1.209181,-1.209108,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000
2146.371000,0.497690,-0.408506,0.222829,1.209173,1.209214,-1.209131,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2146.373000,0.497691,-0.408502,0.222834,1.209209,1.209181,-1.209150,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2146.375000,0.497700,-0.408501,0.222815,1.209160,1.209243,-1.209154,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2146.377000,0.497720,-0.408500,0.222827,1.209164,1.209199,-1.209081,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2146.379000,0.497701,-0.408514,0.222836,1.209219,1.209162,-1.209137,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2146.381000,0.497697,-0.408494,0.222817,1.209148,1.209267,-1.209167,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2146.383000,0.497689,-0.408500,0.222835,1.209149,1.209225,-1.209112,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2146.385000,0.497706,-0.408496,0.222809,1.209179,1.209226,-1.209153,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2146.387000,0.497702,-0.408484,0.222818,1.209164,1.209226,-1.209120,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2146.389000,0.497704,-0.408514,0.222831,1.209203,1.209174,-1.209118,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2146.391000,0.497693,-0.408500,0.222823,1.209182,1.209215,-1.209153,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2146.393000,0.497693,-0.408500,0.222819,1.209186,1.209218,-1.209175,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2146.395000,0.497691,-0.408488,0.222835,1.209166,1.209222,-1.209127,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2146.397000,0.497702,-0.408490,0.222821,1.209162,1.209212,-1.209089,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2146.399000,0.497695,-0.408512,0.222817,1.209171,1.209235,-1.209166,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2146.401000,0.497696,-0.408494,0.222819,1.209190,1.209209,-1.209154,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2146.403000,0.497696,-0.408501,0.222833,1.209188,1.209201,-1.209149,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2146.405000,0.497690,-0.408506,0.222809,1.209177,1.209226,-1.209136,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2146.407000,0.497696,-0.408491,0.222836,1.209179,1.209192,-1.209097,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
